observation_id,merchant_id,timestamp,hour,zomato_orders_count,other_platform_orders_count,dine_in_orders_count,total_kitchen_load,kitchen_capacity,utilization_rate,observable_load_ratio
OBS00010429,M000795,2026-02-25 02:12:00,2,0,0,0,0,35,0.0,0.0
OBS00010430,M000197,2026-02-11 03:40:00,3,2,0,0,2,19,0.105,1.0
OBS00010431,M000294,2026-01-18 14:21:00,14,0,0,0,0,26,0.0,0.0
OBS00010432,M000041,2026-02-04 13:42:00,13,1,4,1,6,33,0.182,0.167
OBS00010433,M000438,2026-01-04 01:29:00,1,3,2,0,5,44,0.114,0.6
OBS00010434,M000489,2026-02-16 11:34:00,11,0,0,0,0,32,0.0,0.0
OBS00010435,M000890,2026-01-18 22:52:00,22,8,6,0,14,33,0.424,0.571
OBS00010436,M001000,2026-02-12 21:59:00,21,0,0,0,0,9,0.0,0.0
OBS00010437,M000145,2026-01-16 04:29:00,4,0,0,0,0,14,0.0,0.0
OBS00010438,M000725,2026-01-17 03:52:00,3,1,4,0,5,27,0.185,0.2
OBS00010439,M000959,2026-01-08 09:46:00,9,1,0,0,1,15,0.067,1.0
OBS00010440,M000312,2026-01-31 23:09:00,23,1,0,0,1,16,0.062,1.0
OBS00010441,M000915,2026-01-24 02:58:00,2,1,0,0,1,9,0.111,1.0
OBS00010442,M000315,2026-01-18 16:49:00,16,7,3,0,10,34,0.294,0.7
OBS00010443,M000350,2026-02-04 15:08:00,15,0,0,0,0,28,0.0,0.0
OBS00010444,M000823,2026-02-15 03:46:00,3,10,12,0,22,39,0.564,0.455
OBS00010445,M000203,2026-02-14 06:31:00,6,3,2,0,5,11,0.455,0.6
OBS00010446,M000498,2026-01-12 09:10:00,9,0,0,0,0,36,0.0,0.0
OBS00010447,M000884,2026-02-24 00:42:00,0,0,0,0,0,27,0.0,0.0
OBS00010448,M000787,2026-02-17 17:21:00,17,1,0,0,1,49,0.02,1.0
OBS00010449,M000976,2026-01-17 06:12:00,6,4,9,0,13,10,1.0,0.308
OBS00010450,M000360,2026-01-11 09:08:00,9,30,33,0,63,35,1.0,0.476
OBS00010451,M000136,2026-02-22 05:05:00,5,2,0,0,2,20,0.1,1.0
OBS00010452,M000268,2026-02-07 07:39:00,7,0,0,0,0,9,0.0,0.0
OBS00010453,M000285,2026-01-01 05:42:00,5,0,0,0,0,15,0.0,0.0
OBS00010454,M000650,2026-02-10 05:39:00,5,0,0,0,0,12,0.0,0.0
OBS00010455,M000922,2026-01-16 00:39:00,0,0,0,0,0,24,0.0,0.0
OBS00010456,M000199,2026-01-21 03:36:00,3,0,0,0,0,10,0.0,0.0
OBS00010457,M000003,2026-02-06 05:01:00,5,0,0,0,0,14,0.0,0.0
OBS00010458,M000399,2026-02-11 06:41:00,6,0,0,0,0,17,0.0,0.0
OBS00010459,M000700,2026-01-10 09:58:00,9,9,0,0,9,25,0.36,1.0
OBS00010460,M000291,2026-01-31 10:36:00,10,2,1,0,3,29,0.103,0.667
OBS00010461,M000048,2026-02-23 09:53:00,9,0,0,0,0,18,0.0,0.0
OBS00010462,M000610,2026-01-05 18:15:00,18,2,5,0,7,49,0.143,0.286
OBS00010463,M000887,2026-02-16 04:50:00,4,0,0,0,0,10,0.0,0.0
OBS00010464,M000926,2026-01-27 17:18:00,17,14,13,0,27,46,0.587,0.519
OBS00010465,M000161,2026-02-16 03:37:00,3,0,0,0,0,7,0.0,0.0
OBS00010466,M000649,2026-01-27 10:32:00,10,15,15,0,30,16,1.0,0.5
OBS00010467,M000776,2026-02-02 03:46:00,3,0,0,0,0,49,0.0,0.0
OBS00010468,M000508,2026-02-26 23:12:00,23,1,0,0,1,16,0.062,1.0
OBS00010469,M000710,2026-01-15 17:12:00,17,1,0,0,1,25,0.04,1.0
OBS00010470,M000817,2026-01-25 03:12:00,3,0,0,0,0,19,0.0,0.0
OBS00010471,M000504,2026-01-01 23:10:00,23,0,0,0,0,36,0.0,0.0
OBS00010472,M000031,2026-01-09 20:12:00,20,0,0,0,0,19,0.0,0.0
OBS00010473,M000994,2026-01-24 15:16:00,15,1,2,0,3,47,0.064,0.333
OBS00010474,M000488,2026-02-15 00:20:00,0,0,0,0,0,42,0.0,0.0
OBS00010475,M000103,2026-02-22 13:29:00,13,6,7,0,13,13,1.0,0.462
OBS00010476,M000984,2026-02-01 07:43:00,7,0,0,0,0,6,0.0,0.0
OBS00010477,M000155,2026-01-19 10:51:00,10,4,5,0,9,27,0.333,0.444
OBS00010478,M000366,2026-01-15 23:43:00,23,0,0,0,0,46,0.0,0.0
OBS00010479,M000379,2026-01-02 23:44:00,23,1,0,0,1,36,0.028,1.0
OBS00010480,M000981,2026-02-27 10:30:00,10,4,3,0,7,17,0.412,0.571
OBS00010481,M000970,2026-01-12 01:07:00,1,104,83,0,187,15,1.0,0.556
OBS00010482,M000788,2026-01-04 01:36:00,1,2,1,0,3,10,0.3,0.667
OBS00010483,M000830,2026-01-05 23:03:00,23,0,0,0,0,44,0.0,0.0
OBS00010484,M000446,2026-02-13 18:52:00,18,0,0,0,0,21,0.0,0.0
OBS00010485,M000997,2026-02-13 20:49:00,20,16,13,0,29,40,0.725,0.552
OBS00010486,M000446,2026-01-22 15:13:00,15,0,0,0,0,21,0.0,0.0
OBS00010487,M000288,2026-01-02 15:06:00,15,0,0,0,0,9,0.0,0.0
OBS00010488,M000814,2026-01-07 17:13:00,17,9,7,0,16,17,0.941,0.562
OBS00010489,M000590,2026-01-31 15:47:00,15,2,1,0,3,5,0.6,0.667
OBS00010490,M000317,2026-02-04 18:56:00,18,0,0,0,0,7,0.0,0.0
OBS00010491,M000860,2026-02-25 22:31:00,22,16,0,0,16,19,0.842,1.0
OBS00010492,M000916,2026-01-28 02:49:00,2,0,0,0,0,36,0.0,0.0
OBS00010493,M000692,2026-01-16 19:41:00,19,0,0,0,0,27,0.0,0.0
OBS00010494,M000928,2026-02-11 20:07:00,20,7,0,0,7,13,0.538,1.0
OBS00010495,M000994,2026-02-15 19:44:00,19,5,2,0,7,47,0.149,0.714
OBS00010496,M000851,2026-02-10 11:06:00,11,0,0,0,0,30,0.0,0.0
OBS00010497,M000121,2026-01-08 03:24:00,3,1,0,0,1,20,0.05,1.0
OBS00010498,M000454,2026-02-12 21:42:00,21,5,4,0,9,22,0.409,0.556
OBS00010499,M000262,2026-02-08 08:39:00,8,3,0,0,3,23,0.13,1.0
OBS00010500,M000589,2026-01-15 19:47:00,19,1,1,0,2,16,0.125,0.5
OBS00010501,M000489,2026-02-23 07:36:00,7,0,0,0,0,32,0.0,0.0
OBS00010502,M000484,2026-02-13 00:19:00,0,74,53,0,127,29,1.0,0.583
OBS00010503,M000747,2026-01-16 03:27:00,3,0,0,0,0,16,0.0,0.0
OBS00010504,M000701,2026-01-06 15:41:00,15,0,0,0,0,29,0.0,0.0
OBS00010505,M000997,2026-01-13 16:51:00,16,1,1,0,2,40,0.05,0.5
OBS00010506,M000817,2026-02-10 13:07:00,13,1,0,2,3,19,0.158,0.333
OBS00010507,M000119,2026-01-27 08:17:00,8,0,0,0,0,33,0.0,0.0
OBS00010508,M000185,2026-01-07 23:05:00,23,0,0,0,0,24,0.0,0.0
OBS00010509,M000045,2026-02-24 10:24:00,10,4,1,0,5,48,0.104,0.8
OBS00010510,M000353,2026-02-08 11:13:00,11,2,2,0,4,24,0.167,0.5
OBS00010511,M000627,2026-01-28 12:01:00,12,59,0,0,59,6,1.0,1.0
OBS00010512,M000156,2026-02-12 05:14:00,5,23,20,0,43,22,1.0,0.535
OBS00010513,M000272,2026-02-04 15:57:00,15,1,0,0,1,8,0.125,1.0
OBS00010514,M000926,2026-01-06 11:58:00,11,8,8,0,16,46,0.348,0.5
OBS00010515,M000459,2026-02-15 14:26:00,14,1,1,0,2,48,0.042,0.5
OBS00010516,M000123,2026-02-14 21:16:00,21,30,0,0,30,35,0.857,1.0
OBS00010517,M000123,2026-01-15 19:18:00,19,33,0,45,78,35,1.0,0.423
OBS00010518,M000244,2026-01-14 03:07:00,3,0,0,0,0,47,0.0,0.0
OBS00010519,M000670,2026-02-10 08:12:00,8,0,0,0,0,30,0.0,0.0
OBS00010520,M000647,2026-01-13 22:00:00,22,0,0,0,0,44,0.0,0.0
OBS00010521,M000757,2026-01-30 20:20:00,20,7,14,9,30,25,1.0,0.233
OBS00010522,M000243,2026-02-25 00:38:00,0,2,0,0,2,19,0.105,1.0
OBS00010523,M000300,2026-01-07 07:42:00,7,12,10,0,22,19,1.0,0.545
OBS00010524,M000248,2026-01-19 13:21:00,13,3,0,1,4,9,0.444,0.75
OBS00010525,M000093,2026-02-23 05:32:00,5,1,0,0,1,47,0.021,1.0
OBS00010526,M000434,2026-02-16 07:53:00,7,2,2,0,4,17,0.235,0.5
OBS00010527,M000419,2026-01-31 15:12:00,15,3,1,0,4,14,0.286,0.75
OBS00010528,M000037,2026-01-23 09:15:00,9,0,0,0,0,29,0.0,0.0
OBS00010529,M000014,2026-01-12 18:52:00,18,1,0,0,1,33,0.03,1.0
OBS00010530,M000956,2026-02-18 04:01:00,4,7,9,0,16,14,1.0,0.438
OBS00010531,M000648,2026-01-07 02:10:00,2,3,2,0,5,37,0.135,0.6
OBS00010532,M000063,2026-02-24 05:54:00,5,1,0,0,1,12,0.083,1.0
OBS00010533,M000433,2026-01-18 22:44:00,22,4,6,0,10,26,0.385,0.4
OBS00010534,M000533,2026-02-25 09:38:00,9,0,0,0,0,12,0.0,0.0
OBS00010535,M000785,2026-02-23 03:11:00,3,1,0,0,1,21,0.048,1.0
OBS00010536,M000328,2026-02-19 05:03:00,5,0,0,0,0,30,0.0,0.0
OBS00010537,M000019,2026-02-19 23:53:00,23,5,5,0,10,11,0.909,0.5
OBS00010538,M000734,2026-01-11 08:11:00,8,2,1,0,3,41,0.073,0.667
OBS00010539,M000102,2026-01-25 19:14:00,19,1,0,0,1,12,0.083,1.0
OBS00010540,M000839,2026-01-28 09:28:00,9,0,0,0,0,17,0.0,0.0
OBS00010541,M000985,2026-01-03 12:31:00,12,14,0,0,14,30,0.467,1.0
OBS00010542,M000123,2026-02-11 04:02:00,4,15,0,0,15,35,0.429,1.0
OBS00010543,M000915,2026-01-24 20:41:00,20,0,0,0,0,9,0.0,0.0
OBS00010544,M000202,2026-01-02 20:42:00,20,0,0,0,0,33,0.0,0.0
OBS00010545,M000744,2026-02-08 06:23:00,6,4,0,0,4,15,0.267,1.0
OBS00010546,M000956,2026-01-16 02:51:00,2,7,3,0,10,14,0.714,0.7
OBS00010547,M000121,2026-01-24 23:44:00,23,0,0,0,0,20,0.0,0.0
OBS00010548,M000334,2026-01-01 22:35:00,22,1,0,0,1,26,0.038,1.0
OBS00010549,M000726,2026-02-21 12:17:00,12,0,0,0,0,7,0.0,0.0
OBS00010550,M000896,2026-01-07 01:34:00,1,1,2,0,3,19,0.158,0.333
OBS00010551,M000179,2026-02-27 00:56:00,0,0,0,0,0,36,0.0,0.0
OBS00010552,M000997,2026-01-13 12:24:00,12,13,8,0,21,40,0.525,0.619
OBS00010553,M000907,2026-01-15 11:59:00,11,3,5,0,8,47,0.17,0.375
OBS00010554,M000094,2026-02-22 02:29:00,2,0,0,0,0,6,0.0,0.0
OBS00010555,M000868,2026-03-01 20:34:00,20,1,0,0,1,11,0.091,1.0
OBS00010556,M000153,2026-02-20 00:17:00,0,1,0,0,1,16,0.062,1.0
OBS00010557,M000897,2026-02-17 15:05:00,15,0,0,0,0,44,0.0,0.0
OBS00010558,M000389,2026-02-18 01:14:00,1,1,0,0,1,27,0.037,1.0
OBS00010559,M000105,2026-02-02 02:02:00,2,4,1,0,5,49,0.102,0.8
OBS00010560,M000953,2026-01-10 22:27:00,22,0,0,0,0,18,0.0,0.0
OBS00010561,M000458,2026-01-26 20:10:00,20,15,14,0,29,16,1.0,0.517
OBS00010562,M000457,2026-01-11 01:38:00,1,2,2,0,4,13,0.308,0.5
OBS00010563,M000872,2026-02-18 16:02:00,16,4,4,0,8,20,0.4,0.5
OBS00010564,M000483,2026-02-22 22:41:00,22,4,2,0,6,12,0.5,0.667
OBS00010565,M000252,2026-02-21 15:05:00,15,0,0,0,0,29,0.0,0.0
OBS00010566,M000908,2026-02-08 18:13:00,18,1,0,0,1,21,0.048,1.0
OBS00010567,M000429,2026-01-16 03:45:00,3,0,0,0,0,46,0.0,0.0
OBS00010568,M000728,2026-02-25 03:05:00,3,3,2,0,5,14,0.357,0.6
OBS00010569,M000348,2026-01-19 16:27:00,16,1,1,0,2,31,0.065,0.5
OBS00010570,M000637,2026-02-22 00:02:00,0,1,0,0,1,21,0.048,1.0
OBS00010571,M000861,2026-02-14 16:42:00,16,0,0,0,0,47,0.0,0.0
OBS00010572,M000712,2026-01-31 11:47:00,11,0,0,0,0,9,0.0,0.0
OBS00010573,M000323,2026-02-03 18:54:00,18,9,0,0,9,6,1.0,1.0
OBS00010574,M000542,2026-01-08 08:09:00,8,0,0,0,0,41,0.0,0.0
OBS00010575,M000521,2026-01-12 06:47:00,6,3,2,0,5,49,0.102,0.6
OBS00010576,M000838,2026-01-20 01:05:00,1,7,0,0,7,40,0.175,1.0
OBS00010577,M000869,2026-02-06 12:08:00,12,11,0,0,11,48,0.229,1.0
OBS00010578,M000233,2026-02-20 16:09:00,16,2,1,0,3,34,0.088,0.667
OBS00010579,M000887,2026-02-02 22:37:00,22,2,2,0,4,10,0.4,0.5
OBS00010580,M000961,2026-01-04 04:48:00,4,2,1,0,3,25,0.12,0.667
OBS00010581,M000337,2026-01-27 17:20:00,17,1,1,0,2,33,0.061,0.5
OBS00010582,M000721,2026-02-21 13:39:00,13,1,2,0,3,32,0.094,0.333
OBS00010583,M000788,2026-02-18 17:19:00,17,0,0,0,0,10,0.0,0.0
OBS00010584,M000196,2026-01-13 07:24:00,7,4,1,0,5,39,0.128,0.8
OBS00010585,M000307,2026-02-20 16:24:00,16,1,3,0,4,18,0.222,0.25
OBS00010586,M000264,2026-02-14 07:12:00,7,0,0,0,0,28,0.0,0.0
OBS00010587,M000254,2026-01-28 23:00:00,23,0,0,0,0,33,0.0,0.0
OBS00010588,M000711,2026-02-12 13:26:00,13,16,20,0,36,28,1.0,0.444
OBS00010589,M000452,2026-02-04 22:22:00,22,1,1,0,2,31,0.065,0.5
OBS00010590,M000266,2026-01-12 09:43:00,9,0,0,0,0,38,0.0,0.0
OBS00010591,M000810,2026-02-18 08:25:00,8,0,0,0,0,8,0.0,0.0
OBS00010592,M000362,2026-01-28 12:54:00,12,5,1,7,13,24,0.542,0.385
OBS00010593,M000599,2026-01-20 06:23:00,6,0,0,0,0,37,0.0,0.0
OBS00010594,M000991,2026-01-01 11:01:00,11,2,1,0,3,44,0.068,0.667
OBS00010595,M000973,2026-01-19 08:45:00,8,6,8,0,14,39,0.359,0.429
OBS00010596,M000501,2026-01-02 18:57:00,18,0,0,0,0,12,0.0,0.0
OBS00010597,M000564,2026-01-16 23:20:00,23,1,0,0,1,19,0.053,1.0
OBS00010598,M000043,2026-01-27 09:50:00,9,0,0,0,0,20,0.0,0.0
OBS00010599,M000794,2026-01-25 09:25:00,9,6,5,0,11,17,0.647,0.545
OBS00010600,M000975,2026-02-24 14:12:00,14,2,3,0,5,20,0.25,0.4
OBS00010601,M000098,2026-02-24 10:54:00,10,48,30,0,78,38,1.0,0.615
OBS00010602,M000110,2026-02-08 00:51:00,0,1,1,0,2,41,0.049,0.5
OBS00010603,M000629,2026-02-23 21:33:00,21,0,0,0,0,41,0.0,0.0
OBS00010604,M000209,2026-02-10 01:38:00,1,14,16,0,30,12,1.0,0.467
OBS00010605,M000372,2026-02-16 11:50:00,11,3,1,0,4,11,0.364,0.75
OBS00010606,M000173,2026-02-03 10:28:00,10,0,0,0,0,26,0.0,0.0
OBS00010607,M000961,2026-02-02 12:30:00,12,6,7,14,27,25,1.0,0.222
OBS00010608,M001000,2026-01-22 12:43:00,12,0,0,0,0,9,0.0,0.0
OBS00010609,M000759,2026-02-07 04:06:00,4,1,1,0,2,35,0.057,0.5
OBS00010610,M000193,2026-01-26 20:51:00,20,0,0,0,0,10,0.0,0.0
OBS00010611,M000210,2026-02-03 05:53:00,5,2,0,0,2,15,0.133,1.0
OBS00010612,M000563,2026-02-03 18:12:00,18,4,0,0,4,23,0.174,1.0
OBS00010613,M000433,2026-01-31 12:51:00,12,21,16,20,57,26,1.0,0.368
OBS00010614,M000447,2026-01-18 22:37:00,22,0,0,0,0,36,0.0,0.0
OBS00010615,M000955,2026-01-05 05:34:00,5,82,74,0,156,38,1.0,0.526
OBS00010616,M000679,2026-01-25 15:51:00,15,0,0,0,0,31,0.0,0.0
OBS00010617,M000202,2026-02-11 16:17:00,16,0,0,0,0,33,0.0,0.0
OBS00010618,M000760,2026-02-23 04:14:00,4,20,18,0,38,29,1.0,0.526
OBS00010619,M000671,2026-01-18 00:34:00,0,5,0,0,5,24,0.208,1.0
OBS00010620,M000447,2026-03-01 11:32:00,11,1,0,0,1,36,0.028,1.0
OBS00010621,M000612,2026-01-07 14:47:00,14,19,14,0,33,45,0.733,0.576
OBS00010622,M000812,2026-02-22 14:09:00,14,18,0,0,18,18,1.0,1.0
OBS00010623,M000384,2026-02-20 14:45:00,14,1,2,0,3,41,0.073,0.333
OBS00010624,M000278,2026-01-11 00:36:00,0,1,0,0,1,15,0.067,1.0
OBS00010625,M000109,2026-02-07 08:32:00,8,10,9,0,19,39,0.487,0.526
OBS00010626,M000014,2026-01-09 20:40:00,20,1,0,0,1,33,0.03,1.0
OBS00010627,M000854,2026-01-03 17:11:00,17,4,0,0,4,49,0.082,1.0
OBS00010628,M000112,2026-01-16 22:26:00,22,0,0,0,0,48,0.0,0.0
OBS00010629,M000315,2026-02-01 18:16:00,18,2,1,0,3,34,0.088,0.667
OBS00010630,M000773,2026-02-07 09:57:00,9,1,0,0,1,26,0.038,1.0
OBS00010631,M000490,2026-01-18 14:41:00,14,0,0,0,0,34,0.0,0.0
OBS00010632,M000784,2026-02-27 11:00:00,11,2,2,0,4,42,0.095,0.5
OBS00010633,M000694,2026-01-16 11:10:00,11,1,0,0,1,27,0.037,1.0
OBS00010634,M000822,2026-03-01 05:12:00,5,2,2,0,4,21,0.19,0.5
OBS00010635,M000969,2026-02-08 01:56:00,1,1,0,0,1,22,0.045,1.0
OBS00010636,M000586,2026-02-04 09:57:00,9,12,11,0,23,12,1.0,0.522
OBS00010637,M000861,2026-01-18 17:36:00,17,0,0,0,0,47,0.0,0.0
OBS00010638,M000521,2026-02-19 02:14:00,2,0,0,0,0,49,0.0,0.0
OBS00010639,M000272,2026-02-14 06:06:00,6,1,2,0,3,8,0.375,0.333
OBS00010640,M000502,2026-01-19 20:55:00,20,1,2,3,6,10,0.6,0.167
OBS00010641,M000547,2026-02-10 09:02:00,9,0,0,0,0,22,0.0,0.0
OBS00010642,M000350,2026-01-12 19:58:00,19,1,1,0,2,28,0.071,0.5
OBS00010643,M000028,2026-01-19 16:23:00,16,0,0,0,0,47,0.0,0.0
OBS00010644,M000935,2026-01-01 02:25:00,2,0,0,0,0,13,0.0,0.0
OBS00010645,M000698,2026-02-12 09:13:00,9,6,0,0,6,34,0.176,1.0
OBS00010646,M000595,2026-02-21 23:26:00,23,1,1,0,2,43,0.047,0.5
OBS00010647,M000859,2026-02-24 19:35:00,19,14,9,0,23,28,0.821,0.609
OBS00010648,M000620,2026-02-14 23:27:00,23,1,0,0,1,43,0.023,1.0
OBS00010649,M000615,2026-02-19 05:57:00,5,0,0,0,0,28,0.0,0.0
OBS00010650,M000116,2026-02-25 03:46:00,3,0,0,0,0,13,0.0,0.0
OBS00010651,M000984,2026-01-29 06:54:00,6,0,0,0,0,6,0.0,0.0
OBS00010652,M000833,2026-02-27 03:17:00,3,2,0,0,2,11,0.182,1.0
OBS00010653,M001000,2026-02-25 21:20:00,21,0,0,0,0,9,0.0,0.0
OBS00010654,M000457,2026-03-01 09:39:00,9,5,3,0,8,13,0.615,0.625
OBS00010655,M000878,2026-01-24 07:55:00,7,3,0,0,3,9,0.333,1.0
OBS00010656,M000425,2026-02-08 06:20:00,6,6,10,0,16,21,0.762,0.375
OBS00010657,M000545,2026-01-07 00:18:00,0,4,4,0,8,20,0.4,0.5
OBS00010658,M000867,2026-01-16 00:48:00,0,3,2,0,5,12,0.417,0.6
OBS00010659,M000930,2026-01-26 18:12:00,18,15,14,0,29,27,1.0,0.517
OBS00010660,M000164,2026-02-03 06:58:00,6,0,0,0,0,34,0.0,0.0
OBS00010661,M000176,2026-01-13 16:32:00,16,6,4,0,10,19,0.526,0.6
OBS00010662,M000067,2026-02-06 18:57:00,18,0,0,0,0,44,0.0,0.0
OBS00010663,M000051,2026-01-26 09:37:00,9,0,0,0,0,23,0.0,0.0
OBS00010664,M000638,2026-02-21 04:47:00,4,0,0,0,0,45,0.0,0.0
OBS00010665,M000306,2026-02-01 22:31:00,22,0,0,0,0,33,0.0,0.0
OBS00010666,M000340,2026-02-09 01:32:00,1,2,0,0,2,34,0.059,1.0
OBS00010667,M000634,2026-01-04 21:20:00,21,40,0,0,40,40,1.0,1.0
OBS00010668,M000248,2026-01-20 05:48:00,5,1,0,0,1,9,0.111,1.0
OBS00010669,M000954,2026-01-22 03:21:00,3,1,1,0,2,39,0.051,0.5
OBS00010670,M000165,2026-02-21 18:00:00,18,7,6,0,13,49,0.265,0.538
OBS00010671,M000249,2026-02-18 19:18:00,19,45,34,55,134,25,1.0,0.336
OBS00010672,M000158,2026-02-17 16:18:00,16,0,0,0,0,42,0.0,0.0
OBS00010673,M000255,2026-02-21 07:55:00,7,1,0,0,1,23,0.043,1.0
OBS00010674,M000966,2026-01-21 11:16:00,11,0,0,0,0,6,0.0,0.0
OBS00010675,M000610,2026-02-18 04:55:00,4,0,0,0,0,49,0.0,0.0
OBS00010676,M000928,2026-01-03 02:20:00,2,1,0,0,1,13,0.077,1.0
OBS00010677,M000862,2026-02-21 10:08:00,10,0,0,0,0,35,0.0,0.0
OBS00010678,M000940,2026-02-02 20:30:00,20,0,0,0,0,27,0.0,0.0
OBS00010679,M000637,2026-02-12 04:34:00,4,1,0,0,1,21,0.048,1.0
OBS00010680,M000602,2026-02-21 17:18:00,17,0,0,0,0,25,0.0,0.0
OBS00010681,M000084,2026-02-18 02:05:00,2,1,0,0,1,18,0.056,1.0
OBS00010682,M000109,2026-01-12 11:39:00,11,6,3,0,9,39,0.231,0.667
OBS00010683,M000528,2026-01-12 17:44:00,17,0,0,0,0,5,0.0,0.0
OBS00010684,M000785,2026-02-21 14:23:00,14,4,0,0,4,21,0.19,1.0
OBS00010685,M000293,2026-02-19 15:27:00,15,2,3,0,5,14,0.357,0.4
OBS00010686,M000759,2026-02-16 13:47:00,13,1,2,2,5,35,0.143,0.2
OBS00010687,M000978,2026-01-25 14:50:00,14,1,0,0,1,47,0.021,1.0
OBS00010688,M000222,2026-01-27 05:49:00,5,0,0,0,0,49,0.0,0.0
OBS00010689,M000357,2026-02-19 21:00:00,21,1,0,0,1,35,0.029,1.0
OBS00010690,M000685,2026-02-05 05:00:00,5,1,0,0,1,48,0.021,1.0
OBS00010691,M000188,2026-01-16 05:02:00,5,7,5,0,12,32,0.375,0.583
OBS00010692,M000640,2026-02-03 13:17:00,13,4,0,11,15,23,0.652,0.267
OBS00010693,M000709,2026-02-23 20:35:00,20,3,1,0,4,29,0.138,0.75
OBS00010694,M000463,2026-01-31 20:41:00,20,10,4,5,19,39,0.487,0.526
OBS00010695,M000300,2026-02-16 14:37:00,14,40,26,0,66,19,1.0,0.606
OBS00010696,M000655,2026-02-10 23:28:00,23,12,0,0,12,48,0.25,1.0
OBS00010697,M000843,2026-02-03 22:34:00,22,1,1,0,2,19,0.105,0.5
OBS00010698,M000814,2026-01-10 00:22:00,0,15,8,0,23,17,1.0,0.652
OBS00010699,M000298,2026-02-24 21:35:00,21,1,3,0,4,8,0.5,0.25
OBS00010700,M000087,2026-01-17 06:21:00,6,24,0,0,24,15,1.0,1.0
OBS00010701,M000025,2026-02-03 13:50:00,13,0,0,0,0,43,0.0,0.0
OBS00010702,M000645,2026-01-27 13:32:00,13,5,2,0,7,46,0.152,0.714
OBS00010703,M000095,2026-02-17 06:08:00,6,0,0,0,0,13,0.0,0.0
OBS00010704,M000717,2026-01-16 10:51:00,10,0,0,0,0,8,0.0,0.0
OBS00010705,M000154,2026-02-24 16:19:00,16,0,0,0,0,30,0.0,0.0
OBS00010706,M000937,2026-01-30 14:56:00,14,1,0,0,1,14,0.071,1.0
OBS00010707,M000468,2026-01-13 01:24:00,1,0,0,0,0,29,0.0,0.0
OBS00010708,M000940,2026-02-16 01:54:00,1,0,0,0,0,27,0.0,0.0
OBS00010709,M000150,2026-01-26 20:04:00,20,11,9,5,25,21,1.0,0.44
OBS00010710,M000824,2026-02-17 16:57:00,16,11,11,0,22,23,0.957,0.5
OBS00010711,M000964,2026-02-17 01:50:00,1,1,0,0,1,11,0.091,1.0
OBS00010712,M000499,2026-02-05 10:00:00,10,7,5,0,12,42,0.286,0.583
OBS00010713,M000641,2026-01-07 19:24:00,19,64,53,0,117,39,1.0,0.547
OBS00010714,M000737,2026-02-17 10:20:00,10,0,0,0,0,33,0.0,0.0
OBS00010715,M000625,2026-01-03 21:23:00,21,0,0,0,0,42,0.0,0.0
OBS00010716,M000542,2026-01-25 21:36:00,21,1,0,0,1,41,0.024,1.0
OBS00010717,M000170,2026-01-04 23:24:00,23,0,0,0,0,31,0.0,0.0
OBS00010718,M000203,2026-01-06 04:53:00,4,1,0,0,1,11,0.091,1.0
OBS00010719,M000903,2026-01-11 04:02:00,4,5,1,0,6,10,0.6,0.833
OBS00010720,M000148,2026-01-30 06:45:00,6,0,0,0,0,19,0.0,0.0
OBS00010721,M000056,2026-02-24 04:00:00,4,13,8,0,21,7,1.0,0.619
OBS00010722,M000086,2026-01-26 22:36:00,22,0,0,0,0,8,0.0,0.0
OBS00010723,M000640,2026-02-10 01:44:00,1,1,0,0,1,23,0.043,1.0
OBS00010724,M000026,2026-01-10 00:14:00,0,6,4,0,10,5,1.0,0.6
OBS00010725,M000369,2026-01-02 08:27:00,8,0,0,0,0,23,0.0,0.0
OBS00010726,M000820,2026-01-08 03:21:00,3,1,0,0,1,48,0.021,1.0
OBS00010727,M000051,2026-01-15 17:11:00,17,0,0,0,0,23,0.0,0.0
OBS00010728,M000051,2026-02-26 21:21:00,21,0,0,0,0,23,0.0,0.0
OBS00010729,M000857,2026-02-28 14:03:00,14,10,0,0,10,7,1.0,1.0
OBS00010730,M000898,2026-02-12 17:24:00,17,1,0,0,1,36,0.028,1.0
OBS00010731,M000548,2026-01-04 17:43:00,17,2,2,0,4,21,0.19,0.5
OBS00010732,M000607,2026-01-01 19:21:00,19,16,14,0,30,26,1.0,0.533
OBS00010733,M000049,2026-02-17 19:53:00,19,1,1,0,2,33,0.061,0.5
OBS00010734,M000359,2026-02-22 09:28:00,9,16,10,0,26,19,1.0,0.615
OBS00010735,M000621,2026-01-10 08:51:00,8,0,0,0,0,32,0.0,0.0
OBS00010736,M000743,2026-01-17 08:47:00,8,1,1,0,2,34,0.059,0.5
OBS00010737,M000044,2026-02-24 15:33:00,15,0,0,0,0,45,0.0,0.0
OBS00010738,M000189,2026-03-01 08:01:00,8,1,1,0,2,12,0.167,0.5
OBS00010739,M000373,2026-01-15 06:18:00,6,28,24,0,52,48,1.0,0.538
OBS00010740,M000552,2026-02-10 00:43:00,0,8,5,0,13,36,0.361,0.615
OBS00010741,M000255,2026-02-14 12:48:00,12,4,0,0,4,23,0.174,1.0
OBS00010742,M000432,2026-02-10 11:51:00,11,4,4,0,8,13,0.615,0.5
OBS00010743,M000968,2026-01-22 03:14:00,3,0,0,0,0,46,0.0,0.0
OBS00010744,M000114,2026-02-17 17:26:00,17,0,0,0,0,11,0.0,0.0
